series,episode,episode_title,task_number,task_title,task_type,points,points_desc,panellist_full_name,task_type_general,episode_airing,pannelist_id,birthday,gender,origin
1,1,Melon Buffet,5,"Pop up a tent, get in the tent, zip up the tent, put on a onesie in the tent, and emerge from the tent wearing the onesie. Fastest wins.",Live Task,3,,Josh Widdicombe,Live Task,28 July 2015,1-2,8-Apr-1983,male,UK
1,2,The Pie Whisperer,1,Most impressive item.,Prize task,2,A Pointless Celebrities trophy.,Josh Widdicombe,Prize Task,4 August 2015,1-2,8-Apr-1983,male,UK
1,2,The Pie Whisperer,2,High-five a 55-year-old. Fastest wins. Your time starts now.,Task 1,5,3:18,Josh Widdicombe,Task,4 August 2015,1-2,8-Apr-1983,male,UK
1,2,The Pie Whisperer,3,"Identify the contents of these pies. You may touch the pies, but you may not breach their pastry. Most accurate wins. Your time starts now.",Task 2,2,,Josh Widdicombe,Task,4 August 2015,1-2,8-Apr-1983,male,UK
1,2,The Pie Whisperer,4,"Do something that will look impressive in reverse. The Taskmaster will see whatever act you perform played backwards. You must therefore do something backwards, that will look impressive when the footage is played in reverse. Your time starts now.",Task 3,4,,Josh Widdicombe,Task,4 August 2015,1-2,8-Apr-1983,male,UK
1,2,The Pie Whisperer,5,"Crack the code, unshackle yourself and sprint one metre. Fastest wins.",Live Task,3,,Josh Widdicombe,Live Task,4 August 2015,1-2,8-Apr-1983,male,UK
1,3,The Poet And The Egg,1,Most meaningful item.,Prize task,2,"I Blame the Beatles by Tom Widdicombe, a self-published book of his father's letters to the local newspaper.",Josh Widdicombe,Prize Task,11 August 2015,1-2,8-Apr-1983,male,UK
1,3,The Poet And The Egg,2,Throw a teabag into a mug from the furthest distance. You have exactly one hour. Your time starts now.,Task 1,0,"15.1m (disqualified for putting milk into his mug first, rather than the fact his mug was wheelbarrow)",Josh Widdicombe,Task,11 August 2015,1-2,8-Apr-1983,male,UK
1,3,The Poet And The Egg,3,"Using this device to track your route, create the best image for Taskmaster. You have one hour. Your time starts when you take your first step. Pop a balloon to signal you have finished your image.",Task 2,5,,Josh Widdicombe,Task,11 August 2015,1-2,8-Apr-1983,male,UK
1,3,The Poet And The Egg,4,Buy a gift for the Taskmaster. Here is £20. You have ten weeks. Your time starts now.,Task 3,5,A tattoo of Greg's name on his foot.,Josh Widdicombe,Task,11 August 2015,1-2,8-Apr-1983,male,UK
1,3,The Poet And The Egg,5,"Using only the items currently on this table, get this egg as high as possible. Highest wins. The egg must not break. You have 20 minutes. Your time starts now.",Task 4,5,6.8m,Josh Widdicombe,Task,11 August 2015,1-2,8-Apr-1983,male,UK
1,3,The Poet And The Egg,6,Stand up after 100 seconds. Most accurate wins.,Live Task,5,,Josh Widdicombe,Live Task,11 August 2015,1-2,8-Apr-1983,male,UK
1,3,The Poet And The Egg,8,Give Frank Skinner's age in minutes. Closest wins.,Tie-break task,Winner,"200,000 - Frank was 30,505,028 minutes old at the time",Josh Widdicombe,Tie-break Task,11 August 2015,1-2,8-Apr-1983,male,UK
1,4,Down An Octave,1,Most beautiful item.,Prize task,4,A magic eye picture of Greg.,Josh Widdicombe,Prize Task,18 August 2015,1-2,8-Apr-1983,male,UK
1,4,Down An Octave,2,Make this ice block disappear as fast as possible. You have one hour. Your time starts now.,Task 1,5,17:04,Josh Widdicombe,Task,18 August 2015,1-2,8-Apr-1983,male,UK
1,4,Down An Octave,3,Count the beans in this baked bean tin. Your time starts now.,"Bonus task, part 1",0,406,Josh Widdicombe,Bonus Task,18 August 2015,1-2,8-Apr-1983,male,UK
1,4,Down An Octave,4,Count the hoops in this tin of spaghetti hoops. Your time starts now.,"Bonus task, part 2",0,433,Josh Widdicombe,Bonus Task,18 August 2015,1-2,8-Apr-1983,male,UK
1,4,Down An Octave,5,Get to 11 points as fast as possible. Your time starts now.,Task 2 (Team Task),2,11:12,Josh Widdicombe,Team Task,18 August 2015,1-2,8-Apr-1983,male,UK
1,4,Down An Octave,6,Fill an eggcup with as many tears as possible. You have 20 minutes. Your time starts now.,Task 3,3,7,Josh Widdicombe,Task,18 August 2015,1-2,8-Apr-1983,male,UK
1,4,Down An Octave,7,Count the grains of rice in this bag of rice. Your time starts now.,"Bonus task, part 3",1,"25,000",Josh Widdicombe,Bonus Task,18 August 2015,1-2,8-Apr-1983,male,UK
1,4,Down An Octave,8,Memorise the names of an Australian rules football team. Most accurate wins.,Live Task,1,1,Josh Widdicombe,Live Task,18 August 2015,1-2,8-Apr-1983,male,UK
1,5,Little Denim Shorts,1,Most valuable item.,Prize task,5,A signed blank cheque.,Josh Widdicombe,Prize Task,25 August 2015,1-2,8-Apr-1983,male,UK
1,5,Little Denim Shorts,2,Get this boulder as far away from this place as possible. You have one hour. Your time starts now.,Task 1,5,All the way to Windsor.,Josh Widdicombe,Task,25 August 2015,1-2,8-Apr-1983,male,UK
1,5,Little Denim Shorts,3,Grow the longest nail. You have 10 weeks. Your time starts now.,Task 2,5,2.8cm,Josh Widdicombe,Task,25 August 2015,1-2,8-Apr-1983,male,UK
1,5,Little Denim Shorts,4,Make this bed to a hotel standard while holding hands. The time ends when you get into the bed. Fastest wins. Hold hands now. Your time starts now.,Task 3 (Team Task),0,16:03,Josh Widdicombe,Team Task,25 August 2015,1-2,8-Apr-1983,male,UK
1,5,Little Denim Shorts,5,Make this Swedish person blush as deeply as possible. You have 10 minutes. Your time starts now.,Task 4,1,,Josh Widdicombe,Task,25 August 2015,1-2,8-Apr-1983,male,UK
1,5,Little Denim Shorts,6,Blow up the biggest balloon whilst blindfolded. You have 100 seconds and one balloon.,Live Task,2,,Josh Widdicombe,Live Task,25 August 2015,1-2,8-Apr-1983,male,UK
1,6,The Last Supper,1,Most satisfying item.,Prize task,4,A complete 2014 World Cup sticker album.,Josh Widdicombe,Prize Task,1 September 2015,1-2,8-Apr-1983,male,UK
1,6,The Last Supper,2,Get the lowest golf score using eggs. You must complete the five holes using chickens eggs. Your score will be calculated as follows: shots times eggs times minutes. Your time starts now.,Task 1,2,"Over 6,000 points",Josh Widdicombe,Task,1 September 2015,1-2,8-Apr-1983,male,UK
1,6,The Last Supper,3,Stage a realistic blooper from a home movie. The Taskmaster will give points to the best filmmakers. You have one hour. Your time starts now.,Task 2 (Team Task),0,,Josh Widdicombe,Team Task,1 September 2015,1-2,8-Apr-1983,male,UK
1,6,The Last Supper,4,Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet. You have a total of two hours. Your time starts now.,Task 3,1,,Josh Widdicombe,Task,1 September 2015,1-2,8-Apr-1983,male,UK
1,6,The Last Supper,5,"Wearing boxing gloves, put the blue sweets in the empty bowl. Most blue sweets wins. Non-blue sweets will be subtracted from your total. You have 100 seconds.",Live Task,2,10,Josh Widdicombe,Live Task,1 September 2015,1-2,8-Apr-1983,male,UK
2,1,Fear Of Failure,1,Most important document.,Prize task,5,His wedding certificate.,Joe Wilkinson,Prize Task,21 June 2016,2-2,2-May-1975,male,UK
2,1,Fear Of Failure,2,Place these three exercise balls on the yoga mat on top of that hill. The task is complete when all three balls sit fully inflated and stationary on the mat. Fastest wins. Your time starts now.,Task 1,2,9:01,Joe Wilkinson,Task,21 June 2016,2-2,2-May-1975,male,UK
2,1,Fear Of Failure,3,Get this potato into the golf hole. You may not touch the red green. Fastest wins. Your time starts now.,Task 2,0,14.3 seconds (disqualified for touching the red green),Joe Wilkinson,Task,21 June 2016,2-2,2-May-1975,male,UK
2,1,Fear Of Failure,4,Find out the following information from this Swedish person. The Swedish person may not speak or write in English. Fastest and most accurate wins. Your time starts now.,Task 3,1,Gave up after 16:20 after getting everything wrong.,Joe Wilkinson,Task,21 June 2016,2-2,2-May-1975,male,UK
2,1,Fear Of Failure,5,Pack for your holidays. All items must be packed in your hand luggage or worn on your body. Fastest wins.,Live Task,0,DNF,Joe Wilkinson,Live Task,21 June 2016,2-2,2-May-1975,male,UK
2,2,Pork Is A Sausage,1,Trendiest item of clothing.,Prize task,2,A tie depicting women and vintage cards.,Joe Wilkinson,Prize Task,28 June 2016,2-2,2-May-1975,male,UK
2,2,Pork Is A Sausage,2,Eat me [an egg which turns out to be raw]. Fastest wins. Your time starts now.,Task 1,2,10:46,Joe Wilkinson,Task,28 June 2016,2-2,2-May-1975,male,UK
2,2,Pork Is A Sausage,3,Make the best music video for a nursery rhyme. You have one hour. Your time starts now.,Task 2,1,,Joe Wilkinson,Task,28 June 2016,2-2,2-May-1975,male,UK
2,2,Pork Is A Sausage,4,Using this camera take a picture of an inanimate object that looks like you. Closest resemblance wins. Your time starts now.,Task 3,2,,Joe Wilkinson,Task,28 June 2016,2-2,2-May-1975,male,UK
2,2,Pork Is A Sausage,5,"Order the following pizza for the Taskmaster: an extra large vegetarian pizza with pepperoni and bacon, without tomato and cheese. You may not use the following words: extra; large; vegetarian; pizza; pepperoni; bacon; tomato; cheese. You get a bonus point if you can make the pizza person say the word ""bubbles"". Most accurate and fewest mistakes wins. Your time starts now.",Task 4,6,Gets bonus,Joe Wilkinson,Task,28 June 2016,2-2,2-May-1975,male,UK
2,2,Pork Is A Sausage,6,"Using these big chopsticks, get these potatoes into your basket. You must only hold the chopsticks on the grips provided. The big chopsticks alone may touch the potatoes. Whoever has the most potatoes in their basket after 100 seconds wins.",Live Task,0,Disqualified for touching the potatoes with their hands.,Joe Wilkinson,Live Task,28 June 2016,2-2,2-May-1975,male,UK
2,3,A Pistachio Eclair,1,Best dinner party guest.,Prize task,5,"Henry, Britain's sixth strongest man.",Joe Wilkinson,Prize Task,5 July 2016,2-2,2-May-1975,male,UK
2,3,A Pistachio Eclair,2,Impress this mayor. You have a maximum of 20 minutes. Your time starts now.,Task 1,3,"Gives the mayor 42 Calippos, 8 cans of strong larger and £15.",Joe Wilkinson,Task,5 July 2016,2-2,2-May-1975,male,UK
2,3,A Pistachio Eclair,3,Make the most unexpected silhouette on this screen. You have 30 minutes. Your time starts now.,Task 2,3,,Joe Wilkinson,Task,5 July 2016,2-2,2-May-1975,male,UK
2,3,A Pistachio Eclair,4,Buy a gift for the Taskmaster. Here is £20. You have 20 weeks. Your time starts now.,Task 3,2,A pair of antique water skis.,Joe Wilkinson,Task,5 July 2016,2-2,2-May-1975,male,UK
2,3,A Pistachio Eclair,5,"Part 1 - Put on this blindfold, then instruct only the person closest to you to open their task. Part 2 - Put the earplugs in your ears and the ear protectors over the earplugs, then continue reading. You must remain within your bandstand. Instruct the next person to open their task. Part 3 - Do not read this out loud. Bring a potato to your bandstand. You may not leave your bandstand. You may not speak. Fastest wins. Your time starts now.",Task 4 (Team Task),0,5:49,Joe Wilkinson,Team Task,5 July 2016,2-2,2-May-1975,male,UK
2,3,A Pistachio Eclair,6,Throw the rabbits into your hat. The person with the most rabbits in their hat after 100 seconds wins. The belts must stay tied around the wrists.,Live Task,12,12,Joe Wilkinson,Live Task,5 July 2016,2-2,2-May-1975,male,UK
2,4,Welcome To Rico Face,1,Coolest blue thing.,Prize task,4,The erotic novel Seagoing Sexpot.,Joe Wilkinson,Prize Task,12 July 2016,2-2,2-May-1975,male,UK
2,4,Welcome To Rico Face,2,Rescue the cat. Best rescue wins. Your time starts now. The cat answers to the name Patatas.,Task 1,3,,Joe Wilkinson,Task,12 July 2016,2-2,2-May-1975,male,UK
2,4,Welcome To Rico Face,3,"Conceal this pineapple upon your person. No part of the pineapple may be thrown away. You have 20 minutes, after which Alex will inspect you. Most incorrect guesses wins. Your time starts now.",Task 2,1,,Joe Wilkinson,Task,12 July 2016,2-2,2-May-1975,male,UK
2,4,Welcome To Rico Face,4,Part 1 - Set a fun task. Your task must take no longer than one minute. You have 10 minutes. Your time starts now.,Task 3,0,,Joe Wilkinson,Task,12 July 2016,2-2,2-May-1975,male,UK
2,4,Welcome To Rico Face,6,Using only the items on the rug construct the best thing for the Taskmaster. You have 30 minutes. Your time starts now.,Task 4 (Team Task),4,A tiki bar.,Joe Wilkinson,Team Task,12 July 2016,2-2,2-May-1975,male,UK
2,4,Welcome To Rico Face,7,Create the highest tower using only these potato-based items. Your potato tower must be self-standing. Your potato tower must be built on the table. Your potato tower will be measured from the table top to the highest potato point. You have 100 seconds.,Live Task,0,All disqualified for touching their towers after the time had ended.,Joe Wilkinson,Live Task,12 July 2016,2-2,2-May-1975,male,UK
2,5,There's Strength In Arches,1,Best piece of memorabilia.,Prize task,1,A map of the Grand Union Canal signed by lockkeeper Clive Hutt.,Joe Wilkinson,Prize Task,19 July 2016,2-2,2-May-1975,male,UK
2,5,There's Strength In Arches,2,Get all of this shopping into the shopping trolley [which are separated by a stream]. Fastest wins. Your time starts now.,Task 1,5,1:52,Joe Wilkinson,Task,19 July 2016,2-2,2-May-1975,male,UK
2,5,There's Strength In Arches,3,Make the best stop-motion film starring this potato. You have one hour. Your time starts now.,Task 2 (Team Task),2,,Joe Wilkinson,Team Task,19 July 2016,2-2,2-May-1975,male,UK
2,5,There's Strength In Arches,4,Make a bridge over the river using only the items on this table. Highest self-supporting bridge wins. The bridge alone must support the potato. You must not touch the Taskmaster's house. You have 20 minutes. Your time starts now.,Task 3,3,9cm,Joe Wilkinson,Task,19 July 2016,2-2,2-May-1975,male,UK
2,5,There's Strength In Arches,5,"(Originally): Put on a pair of food-handling gloves, eat a whole banana, correctly put on a tie and clap as many times as possible. All tasks must be completed in 100 seconds. Most claps wins.",Live Task,0,"234, but disqualified for not eating the banana correctly.",Joe Wilkinson,Live Task,19 July 2016,2-2,2-May-1975,male,UK
2,1,Fear Of Failure,1,Most important document.,Prize task,4,One of his first completed rhyme books.,Doc Brown,Prize Task,21 June 2016,2-1,21-Sep-1977,male,UK
2,1,Fear Of Failure,2,Place these three exercise balls on the yoga mat on top of that hill. The task is complete when all three balls sit fully inflated and stationary on the mat. Fastest wins. Your time starts now.,Task 1,1,12:25,Doc Brown,Task,21 June 2016,2-1,21-Sep-1977,male,UK
2,1,Fear Of Failure,3,Get this potato into the golf hole. You may not touch the red green. Fastest wins. Your time starts now.,Task 2,2,6:59,Doc Brown,Task,21 June 2016,2-1,21-Sep-1977,male,UK
2,1,Fear Of Failure,4,Find out the following information from this Swedish person. The Swedish person may not speak or write in English. Fastest and most accurate wins. Your time starts now.,Task 3,2,10 minutes to be half-right.,Doc Brown,Task,21 June 2016,2-1,21-Sep-1977,male,UK
2,1,Fear Of Failure,5,Pack for your holidays. All items must be packed in your hand luggage or worn on your body. Fastest wins.,Live Task,0,DNF,Doc Brown,Live Task,21 June 2016,2-1,21-Sep-1977,male,UK
2,2,Pork Is A Sausage,1,Trendiest item of clothing.,Prize task,5,A pair of waterproof Converse trainers.,Doc Brown,Prize Task,28 June 2016,2-1,21-Sep-1977,male,UK
2,2,Pork Is A Sausage,2,Eat me [an egg which turns out to be raw]. Fastest wins. Your time starts now.,Task 1,4,3:35,Doc Brown,Task,28 June 2016,2-1,21-Sep-1977,male,UK
2,2,Pork Is A Sausage,3,Make the best music video for a nursery rhyme. You have one hour. Your time starts now.,Task 2,5,,Doc Brown,Task,28 June 2016,2-1,21-Sep-1977,male,UK
2,2,Pork Is A Sausage,4,Using this camera take a picture of an inanimate object that looks like you. Closest resemblance wins. Your time starts now.,Task 3,1,,Doc Brown,Task,28 June 2016,2-1,21-Sep-1977,male,UK
2,2,Pork Is A Sausage,5,"Order the following pizza for the Taskmaster: an extra large vegetarian pizza with pepperoni and bacon, without tomato and cheese. You may not use the following words: extra; large; vegetarian; pizza; pepperoni; bacon; tomato; cheese. You get a bonus point if you can make the pizza person say the word ""bubbles"". Most accurate and fewest mistakes wins. Your time starts now.",Task 4,3,Gets bonus,Doc Brown,Task,28 June 2016,2-1,21-Sep-1977,male,UK
2,2,Pork Is A Sausage,6,"Using these big chopsticks, get these potatoes into your basket. You must only hold the chopsticks on the grips provided. The big chopsticks alone may touch the potatoes. Whoever has the most potatoes in their basket after 100 seconds wins.",Live Task,0,Disqualified for touching the potatoes with their hands.,Doc Brown,Live Task,28 June 2016,2-1,21-Sep-1977,male,UK
